reference,name,document_url,documentation_url,notes123,made_date,confirmed_date,entry_date,start_date,end_date
TPO-1dN,TPO-1dN,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-1dN.pdf,https://www.stockport.gov.uk/TPO/1dN,,05/01/1952,,05/01/1952,05/01/1952,
TPO-1eN,TPO-1eN,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-1eN.pdf,https://www.stockport.gov.uk/TPO/1eN,,05/01/1952,,05/01/1952,05/01/1952,
TPO-318W,TPO-318W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-318W.pdf,https://www.stockport.gov.uk/TPO/318W,,03/12/2003,,03/12/2003,03/12/2003,
TPO-1hN,TPO-1hN,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-1hN.pdf,https://www.stockport.gov.uk/TPO/1hN,,05/01/1952,,05/01/1952,05/01/1952,
TPO-1gN,TPO-1gN,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-1gN.pdf,https://www.stockport.gov.uk/TPO/1gN,,05/01/1952,,05/01/1952,05/01/1952,
TPO-249E,TPO-249E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-249E.pdf,https://www.stockport.gov.uk/TPO/249E,,24/10/2002,,24/10/2002,24/10/2002,
TPO-256E,TPO-256E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-256E.pdf,https://www.stockport.gov.uk/TPO/256E,,,,,,
TPO-247E,TPO-247E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-247E.pdf,https://www.stockport.gov.uk/TPO/247E,,,,,,
TPO-264E,TPO-264E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-264E.pdf,https://www.stockport.gov.uk/TPO/264E,,13/01/2005,,13/01/2005,13/01/2005,
TPO-323W,TPO-323W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-323W.pdf,https://www.stockport.gov.uk/TPO/323W,,22/04/2004,,22/04/2004,22/04/2004,
TPO-325W,TPO-325W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-325W.pdf,https://www.stockport.gov.uk/TPO/325W,,07/07/2004,,07/07/2004,07/07/2004,
TPO-334W,TPO-334W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-334W.pdf,https://www.stockport.gov.uk/TPO/334W,,19/10/2004,,19/10/2004,19/10/2004,
TPO-371W,TPO-371W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-371W.pdf,https://www.stockport.gov.uk/TPO/371W,,,,,,
TPO-28E,TPO-28E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-28E.pdf,https://www.stockport.gov.uk/TPO/28E,,01/02/1976,,01/02/1976,01/02/1976,
TPO-287E,TPO-287E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-287E.pdf,https://www.stockport.gov.uk/TPO/287E,,,,,,
TPO-301E,TPO-301E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-301E.pdf,https://www.stockport.gov.uk/TPO/301E,,,,,,
TPO-23E,TPO-23E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-23E.pdf,https://www.stockport.gov.uk/TPO/23E,,01/10/1975,,01/10/1975,01/10/1975,
TPO-1dE,TPO-1dE,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-1dE.pdf,https://www.stockport.gov.uk/TPO/1dE,,05/01/1952,,05/01/1952,05/01/1952,
TPO-13N,TPO-13N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-13N.pdf,https://www.stockport.gov.uk/TPO/13N,,28/04/1976,,28/04/1976,28/04/1976,
TPO-1aE,TPO-1aE,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-1aE.pdf,https://www.stockport.gov.uk/TPO/1aE,,05/01/1952,,05/01/1952,05/01/1952,
TPO-1cE,TPO-1cE,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-1cE.pdf,https://www.stockport.gov.uk/TPO/1cE,,05/01/1952,,05/01/1952,05/01/1952,
TPO-1fE,TPO-1fE,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-1fE.pdf,https://www.stockport.gov.uk/TPO/1fE,,05/01/1952,,05/01/1952,05/01/1952,
TPO-1gE,TPO-1gE,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-1gE.pdf,https://www.stockport.gov.uk/TPO/1gE,,03/09/1973,,03/09/1973,03/09/1973,
TPO-27N,TPO-27N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-27N.pdf,https://www.stockport.gov.uk/TPO/27N,,01/09/1979,,01/09/1979,01/09/1979,
TPO-56N,TPO-56N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-56N.pdf,https://www.stockport.gov.uk/TPO/56N,,22/04/1984,,22/04/1984,22/04/1984,
TPO-61N,TPO-61N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-61N.pdf,https://www.stockport.gov.uk/TPO/61N,,21/02/1986,,21/02/1986,21/02/1986,
TPO-67N,TPO-67N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-67N.pdf,https://www.stockport.gov.uk/TPO/67N,,28/11/1986,,28/11/1986,28/11/1986,
TPO-68N,TPO-68N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-68N.pdf,https://www.stockport.gov.uk/TPO/68N,,30/11/1986,,30/11/1986,30/11/1986,
TPO-182E,TPO-182E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-182E.pdf,https://www.stockport.gov.uk/TPO/182E,,01/05/1993,,01/05/1993,01/05/1993,
TPO-71N,TPO-71N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-71N.pdf,https://www.stockport.gov.uk/TPO/71N,,02/09/1988,,02/09/1988,02/09/1988,
TPO-81N,TPO-81N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-81N.pdf,https://www.stockport.gov.uk/TPO/81N,,24/03/1994,,24/03/1994,24/03/1994,
TPO-89N,TPO-89N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-89N.pdf,https://www.stockport.gov.uk/TPO/89N,,17/07/1998,,17/07/1998,17/07/1998,
TPO-91N,TPO-91N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-91N.pdf,https://www.stockport.gov.uk/TPO/91N,,14/05/1999,,14/05/1999,14/05/1999,
TPO-264W,TPO-264W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-264W.pdf,https://www.stockport.gov.uk/TPO/264W,,08/12/1998,,08/12/1998,08/12/1998,
TPO-18E,TPO-18E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-18E.pdf,https://www.stockport.gov.uk/TPO/18E,,08/11/1951,,08/11/1951,08/11/1951,
TPO-47E,TPO-47E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-47E.pdf,https://www.stockport.gov.uk/TPO/47E,,01/03/1980,,01/03/1980,01/03/1980,
TPO-415W,TPO-415W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-415W.pdf,https://www.stockport.gov.uk/TPO/415W,,,,,,
TPO-138W,TPO-138W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-138W.pdf,https://www.stockport.gov.uk/TPO/138W,,12/10/1982,,12/10/1982,12/10/1982,
TPO-8E,TPO-8E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-8E.pdf,https://www.stockport.gov.uk/TPO/8E,,01/01/1946,,01/01/1946,01/01/1946,
TPO-232W,TPO-232W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-232W.pdf,https://www.stockport.gov.uk/TPO/232W,,26/07/1996,,26/07/1996,26/07/1996,
TPO-34W,TPO-34W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-34W.pdf,https://www.stockport.gov.uk/TPO/34W,,01/01/1967,,01/01/1967,01/01/1967,
TPO-112E,TPO-112E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-112E.pdf,https://www.stockport.gov.uk/TPO/112E,,01/11/1985,,01/11/1985,01/11/1985,
TPO-419W,TPO-419W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-419W.pdf,https://www.stockport.gov.uk/TPO/419W,,20/06/2013,,20/06/2013,20/06/2013,
TPO-432W,TPO-432W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-432W.pdf,https://www.stockport.gov.uk/TPO/432W,,,,,,
TPO-384E,TPO-384E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-384E.pdf,https://www.stockport.gov.uk/TPO/384E,,28/02/2025,,28/02/2025,28/02/2025,
TPO-266E,TPO-266E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-266E.pdf,https://www.stockport.gov.uk/TPO/266E,,,,,,
TPO-325E,TPO-325E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-325E.pdf,https://www.stockport.gov.uk/TPO/325E,,,,,,
TPO-250E,TPO-250E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-250E.pdf,https://www.stockport.gov.uk/TPO/250E,,31/10/2002,,31/10/2002,31/10/2002,
TPO-185E,TPO-185E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-185E.pdf,https://www.stockport.gov.uk/TPO/185E,,05/11/1993,,05/11/1993,05/11/1993,
TPO-494W,TPO-494W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-494W.pdf,https://www.stockport.gov.uk/TPO/494W,,25/07/2024,,25/07/2024,25/07/2024,
TPO-376E,TPO-376E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-376E.pdf,https://www.stockport.gov.uk/TPO/376E,,16/05/2023,,16/05/2023,16/05/2023,
TPO-351E,TPO-351E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-351E.pdf,https://www.stockport.gov.uk/TPO/351E,,,,,,
TPO-149W,TPO-149W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-149W.pdf,https://www.stockport.gov.uk/TPO/149W,,08/06/1984,,08/06/1984,08/06/1984,
TPO-358E,TPO-358E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-358E.pdf,https://www.stockport.gov.uk/TPO/358E,,,,,,
TPO-374E,TPO-374E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-374E.pdf,https://www.stockport.gov.uk/TPO/374E,,,,,,
TPO-388E,TPO-388E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-388E.pdf,https://www.stockport.gov.uk/TPO/388E,,,,,,
TPO-100E,TPO-100E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-100E.pdf,https://www.stockport.gov.uk/TPO/100E,Revoked date needs to be checked against original order,21/09/1984,,21/09/1984,21/09/1984,01/01/2026
TPO-89W,TPO-89W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-89W.pdf,https://www.stockport.gov.uk/TPO/89W,Revoked date needs to be checked against original order,07/11/1973,,07/11/1973,07/11/1973,01/01/2026
TPO-75N,TPO-75N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-75N.pdf,https://www.stockport.gov.uk/TPO/75N,Revoked date needs to be checked against original order,09/08/1991,,09/08/1991,09/08/1991,01/01/2026
TPO-431W,TPO-431W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-431W.pdf,https://www.stockport.gov.uk/TPO/431W,Revoked date needs to be checked against original order,,,,,01/01/2026
TPO-252E,TPO-252E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-252E.pdf,https://www.stockport.gov.uk/TPO/252E,Revoked date needs to be checked against original order,23/01/2002,,23/01/2002,23/01/2002,01/01/2026
TPO-165E,TPO-165E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-165E.pdf,https://www.stockport.gov.uk/TPO/165E,Revoked date needs to be checked against original order,,,,,01/01/2026
TPO-76W,TPO-76W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-76W.pdf,https://www.stockport.gov.uk/TPO/76W,Revoked date needs to be checked against original order,01/01/1974,,01/01/1974,01/01/1974,01/01/2026
TPO-180W,TPO-180W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-180W.pdf,https://www.stockport.gov.uk/TPO/180W,Revoked date needs to be checked against original order,05/09/1989,,05/09/1989,05/09/1989,01/01/2026
TPO-78W,TPO-78W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-78W.pdf,https://www.stockport.gov.uk/TPO/78W,Revoked date needs to be checked against original order,01/01/1974,,01/01/1974,01/01/1974,01/01/2026
TPO-164E,TPO-164E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-164E.pdf,https://www.stockport.gov.uk/TPO/164E,Revoked date needs to be checked against original order,19/12/1991,,19/12/1991,19/12/1991,01/01/2026
TPO-190E,TPO-190E,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-190E.pdf,https://www.stockport.gov.uk/TPO/190E,Revoked date needs to be checked against original order,01/03/1994,,01/03/1994,01/03/1994,01/01/2026
TPO-80N,TPO-80N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-80N.pdf,https://www.stockport.gov.uk/TPO/80N,Revoked date needs to be checked against original order,27/05/1994,,27/05/1994,27/05/1994,01/01/2026
TPO-88N,TPO-88N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-88N.pdf,https://www.stockport.gov.uk/TPO/88N,Revoked date needs to be checked against original order,26/06/1998,,26/06/1998,26/06/1998,01/01/2026
TPO-37N,TPO-37N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-37N.pdf,https://www.stockport.gov.uk/TPO/37N,Revoked date needs to be checked against original order,01/09/1980,,01/09/1980,01/09/1980,01/01/2026
TPO-198W,TPO-198W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-198W.pdf,https://www.stockport.gov.uk/TPO/198W,Revoked date needs to be checked against original order,19/02/1993,,19/02/1993,19/02/1993,01/01/2026
TPO-1fN,TPO-1fN,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-1fN.pdf,https://www.stockport.gov.uk/TPO/1fN,Revoked date needs to be checked against original order,05/01/1952,,05/01/1952,05/01/1952,01/01/2026
TPO-211W,TPO-211W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-211W.pdf,https://www.stockport.gov.uk/TPO/211W,Revoked date needs to be checked against original order,,,,,01/01/2026
TPO-51N,TPO-51N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-51N.pdf,https://www.stockport.gov.uk/TPO/51N,Revoked date needs to be checked against original order,15/10/1982,,15/10/1982,15/10/1982,01/01/2026
TPO-55N,TPO-55N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-55N.pdf,https://www.stockport.gov.uk/TPO/55N,Revoked date needs to be checked against original order,28/11/1983,,28/11/1983,28/11/1983,01/01/2026
TPO-139W,TPO-139W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-139W.pdf,https://www.stockport.gov.uk/TPO/139W,Revoked date needs to be checked against original order,25/02/1983,,25/02/1983,25/02/1983,01/01/2026
TPO-188W,TPO-188W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-188W.pdf,https://www.stockport.gov.uk/TPO/188W,Revoked date needs to be checked against original order,29/06/1990,,29/06/1990,29/06/1990,01/01/2026
TPO-1bN,TPO-1bN,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-1bN.pdf,https://www.stockport.gov.uk/TPO/1bN,Revoked date needs to be checked against original order,04/10/1973,,04/10/1973,04/10/1973,01/01/2026
TPO-1hE,TPO-1hE,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-1hE.pdf,https://www.stockport.gov.uk/TPO/1hE,Revoked date needs to be checked against original order,03/10/1973,,03/10/1973,03/10/1973,01/01/2026
TPO-21N,TPO-21N,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-21N.pdf,https://www.stockport.gov.uk/TPO/21N,Revoked date needs to be checked against original order,01/09/1976,,01/09/1976,01/09/1976,01/01/2026
TPO-1cN,TPO-1cN,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-1cN.pdf,https://www.stockport.gov.uk/TPO/1cN,Revoked date needs to be checked against original order,05/01/1952,,05/01/1952,05/01/1952,01/01/2026
TPO-420W,TPO-420W,https://live-iag-static-assets.s3.eu-west-1.amazonaws.com/pdf/Trees/TPO-420W.pdf,https://www.stockport.gov.uk/TPO/420W,Revoked date needs to be checked against original order,20/06/2013,,20/06/2013,20/06/2013,01/01/2026
